point_1_id,point_1_time,point_1_B2,point_1_B3,point_1_B4,point_1_B8,point_1_B8A,point_1_B11,point_1_B12,timestamp,point_1_id_cloud,point_1_time_cloud,point_1_cs,point_1_cs_cdf,point_1_sun_zenith,point_1_sun_azimuth,point_2_id,point_2_time,point_2_B2,point_2_B3,point_2_B4,point_2_B8,point_2_B8A,point_2_B11,point_2_B12,timestamp,point_2_id_cloud,point_2_time_cloud,point_2_cs,point_2_cs_cdf,point_2_sun_zenith,point_2_sun_azimuth,point_3_id,point_3_time,point_3_B2,point_3_B3,point_3_B4,point_3_B8,point_3_B8A,point_3_B11,point_3_B12,timestamp,point_3_id_cloud,point_3_time_cloud,point_3_cs,point_3_cs_cdf,point_3_sun_zenith,point_3_sun_azimuth,point_4_id,point_4_time,point_4_B2,point_4_B3,point_4_B4,point_4_B8,point_4_B8A,point_4_B11,point_4_B12,timestamp,point_4_id_cloud,point_4_time_cloud,point_4_cs,point_4_cs_cdf,point_4_sun_zenith,point_4_sun_azimuth,point_5_id,point_5_time,point_5_B2,point_5_B3,point_5_B4,point_5_B8,point_5_B8A,point_5_B11,point_5_B12,timestamp,point_5_id_cloud,point_5_time_cloud,point_5_cs,point_5_cs_cdf,point_5_sun_zenith,point_5_sun_azimuth,point_6_id,point_6_time,point_6_B2,point_6_B3,point_6_B4,point_6_B8,point_6_B8A,point_6_B11,point_6_B12,timestamp,point_6_id_cloud,point_6_time_cloud,point_6_cs,point_6_cs_cdf,point_6_sun_zenith,point_6_sun_azimuth,point_7_id,point_7_time,point_7_B2,point_7_B3,point_7_B4,point_7_B8,point_7_B8A,point_7_B11,point_7_B12,timestamp,point_7_id_cloud,point_7_time_cloud,point_7_cs,point_7_cs_cdf,point_7_sun_zenith,point_7_sun_azimuth,point_8_id,point_8_time,point_8_B2,point_8_B3,point_8_B4,point_8_B8,point_8_B8A,point_8_B11,point_8_B12,timestamp,point_8_id_cloud,point_8_time_cloud,point_8_cs,point_8_cs_cdf,point_8_sun_zenith,point_8_sun_azimuth,point_9_id,point_9_time,point_9_B2,point_9_B3,point_9_B4,point_9_B8,point_9_B8A,point_9_B11,point_9_B12,timestamp,point_9_id_cloud,point_9_time_cloud,point_9_cs,point_9_cs_cdf,point_9_sun_zenith,point_9_sun_azimuth
20200319T222541_20200319T222540_T59GMM,1584656901803.0,9976.0,9184.0,8728.0,8184.0,8040.0,4294.0,3236.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,10008.0,9096.0,8472.0,8084.0,7852.0,4167.0,3225.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,10072.0,9184.0,8440.0,8172.0,7852.0,4167.0,3225.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,9872.0,9144.0,8576.0,8008.0,7633.0,4003.0,3030.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,9456.0,8744.0,8188.0,7540.0,7633.0,4003.0,3030.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,10000.0,9144.0,8616.0,8164.0,8040.0,4294.0,3236.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,9376.0,8664.0,8128.0,7604.0,7633.0,4003.0,3030.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,10096.0,9272.0,8576.0,8172.0,8016.0,4165.0,2981.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.03529411764705882,53.3832594885213,44.6621190903086,20200319T222541_20200319T222540_T59GMM,1584656901803.0,9576.0,9000.0,8560.0,7828.0,7928.0,3899.0,2894.0,2020-03-20 10:28:21,20200319T222541_20200319T222540_T59GMM,1584656901803.0,0.0,0.0392156862745098,53.3832594885213,44.6621190903086
20200322T223711_20200322T223705_T59GMM,1584916698383.0,5664.0,5296.0,4872.0,5792.0,5059.0,3182.0,3144.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5716.0,5292.0,4960.0,5792.0,5051.0,3223.0,3171.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5748.0,5372.0,5036.0,5832.0,5051.0,3223.0,3171.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5868.0,5384.0,5088.0,5820.0,5086.0,3282.0,3196.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5968.0,5448.0,5112.0,5912.0,5086.0,3282.0,3196.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5560.0,5412.0,4932.0,5744.0,5059.0,3182.0,3144.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.043137254901960784,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,6044.0,5556.0,5132.0,5884.0,5086.0,3282.0,3196.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,5644.0,5464.0,4980.0,5716.0,4953.0,3173.0,3046.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.043137254901960784,53.0882062402521,40.9832687412483,20200322T223711_20200322T223705_T59GMM,1584916698383.0,6060.0,5512.0,5132.0,5956.0,4959.0,3284.0,3087.0,2020-03-23 10:38:18,20200322T223711_20200322T223705_T59GMM,1584916698383.0,0.0,0.0392156862745098,53.0882062402521,40.9832687412483
20200324T222539_20200324T222542_T59GMM,1585088903344.0,151.0,236.0,97.0,80.0,45.0,139.0,132.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9372549019607843,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,152.0,202.0,106.0,70.0,77.0,205.0,150.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9372549019607843,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,151.0,243.0,149.0,75.0,77.0,205.0,150.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9372549019607843,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,173.0,270.0,155.0,103.0,44.0,267.0,225.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9333333333333333,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,192.0,292.0,179.0,143.0,44.0,267.0,225.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9294117647058824,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,142.0,234.0,97.0,58.0,45.0,139.0,132.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9372549019607843,0.9294117647058824,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,162.0,265.0,135.0,93.0,44.0,267.0,225.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9333333333333333,0.9254901960784314,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,116.0,226.0,105.0,57.0,59.0,127.0,101.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9372549019607843,0.9294117647058824,54.9022242008771,43.0409507739962,20200324T222539_20200324T222542_T59GMM,1585088903344.0,197.0,232.0,117.0,94.0,111.0,244.0,180.0,2020-03-25 10:28:23,20200324T222539_20200324T222542_T59GMM,1585088903344.0,0.9294117647058824,0.9254901960784314,54.9022242008771,43.0409507739962
20200327T223709_20200327T223706_T59GMM,1585348699795.0,899.0,1088.0,900.0,1246.0,1057.0,1008.0,767.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.45098039215686275,0.6196078431372549,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,868.0,1026.0,896.0,1184.0,1025.0,1021.0,800.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.4549019607843137,0.6235294117647059,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,862.0,1078.0,921.0,1162.0,1025.0,1021.0,800.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.4549019607843137,0.6274509803921569,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,873.0,1056.0,901.0,1078.0,1137.0,980.0,826.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.45098039215686275,0.6313725490196078,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,764.0,999.0,875.0,935.0,1137.0,980.0,826.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.4470588235294118,0.6313725490196078,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,907.0,1122.0,959.0,1292.0,1057.0,1008.0,767.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.44313725490196076,0.6078431372549019,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,799.0,1023.0,860.0,1048.0,1137.0,980.0,826.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.4392156862745098,0.6196078431372549,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,902.0,1134.0,1009.0,1374.0,1245.0,1099.0,867.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.43137254901960786,0.596078431372549,54.6479207175017,39.4331879748059,20200327T223709_20200327T223706_T59GMM,1585348699795.0,882.0,1078.0,874.0,1148.0,1133.0,1019.0,819.0,2020-03-28 10:38:19,20200327T223709_20200327T223706_T59GMM,1585348699795.0,0.4235294117647059,0.596078431372549,54.6479207175017,39.4331879748059
20200329T222541_20200329T222616_T59GMM,1585520901533.0,8552.0,8544.0,8440.0,9024.0,8435.0,4463.0,3058.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8512.0,8464.0,8456.0,8928.0,8497.0,4504.0,3121.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8440.0,8488.0,8464.0,8808.0,8497.0,4504.0,3121.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8552.0,8504.0,8504.0,8904.0,8572.0,4559.0,3167.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8552.0,8576.0,8592.0,8976.0,8572.0,4559.0,3167.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8416.0,8480.0,8456.0,8792.0,8435.0,4463.0,3058.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8528.0,8600.0,8608.0,8952.0,8572.0,4559.0,3167.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8408.0,8504.0,8440.0,8840.0,8396.0,4534.0,3072.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333,20200329T222541_20200329T222616_T59GMM,1585520901533.0,8600.0,8520.0,8552.0,8912.0,8553.0,4533.0,3126.0,2020-03-30 10:28:21,20200329T222541_20200329T222616_T59GMM,1585520901533.0,0.00392156862745098,0.03529411764705882,56.4324226970174,41.5019217379333
20200401T223711_20200401T223705_T59GMM,1585780697942.0,111.0,314.0,161.0,52.0,62.0,108.0,89.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9215686274509803,0.9294117647058824,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,124.0,295.0,156.0,59.0,73.0,157.0,125.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9254901960784314,0.9294117647058824,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,150.0,314.0,152.0,58.0,73.0,157.0,125.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9215686274509803,0.9294117647058824,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,156.0,342.0,188.0,87.0,88.0,282.0,198.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9215686274509803,0.9294117647058824,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,155.0,372.0,219.0,154.0,88.0,282.0,198.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9215686274509803,0.9254901960784314,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,146.0,301.0,142.0,55.0,62.0,108.0,89.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9254901960784314,0.9333333333333333,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,143.0,352.0,178.0,105.0,88.0,282.0,198.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9254901960784314,0.9294117647058824,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,139.0,296.0,141.0,50.0,12.0,84.0,83.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9254901960784314,0.9333333333333333,56.2119398891866,37.9741741846174,20200401T223711_20200401T223705_T59GMM,1585780697942.0,137.0,369.0,160.0,60.0,125.0,188.0,161.0,2020-04-02 10:38:17,20200401T223711_20200401T223705_T59GMM,1585780697942.0,0.9215686274509803,0.9294117647058824,56.2119398891866,37.9741741846174
20200403T222539_20200403T222541_T59GMM,1585952902648.0,6680.0,6064.0,5620.0,5596.0,5443.0,3731.0,2522.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.047058823529411764,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6808.0,6128.0,5688.0,5596.0,5384.0,3701.0,2495.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.047058823529411764,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6712.0,6064.0,5592.0,5616.0,5384.0,3701.0,2495.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.047058823529411764,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6496.0,5944.0,5440.0,5492.0,5231.0,3613.0,2396.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.047058823529411764,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6480.0,5860.0,5416.0,5444.0,5231.0,3613.0,2396.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.043137254901960784,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6976.0,6232.0,5728.0,5812.0,5443.0,3731.0,2522.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.043137254901960784,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6616.0,6016.0,5540.0,5552.0,5231.0,3613.0,2396.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.043137254901960784,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,7344.0,6688.0,6032.0,6180.0,5649.0,4039.0,2757.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.043137254901960784,57.9523348673563,40.0287651896479,20200403T222539_20200403T222541_T59GMM,1585952902648.0,6776.0,6168.0,5692.0,5700.0,5338.0,3709.0,2485.0,2020-04-04 10:28:22,20200403T222539_20200403T222541_T59GMM,1585952902648.0,0.00392156862745098,0.043137254901960784,57.9523348673563,40.0287651896479
20200406T223709_20200406T223705_T59GMM,1586212698963.0,787.0,854.0,791.0,1440.0,1188.0,1134.0,795.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.33725490196078434,0.5725490196078431,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,855.0,878.0,772.0,1484.0,1242.0,1160.0,843.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.33725490196078434,0.5764705882352941,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,860.0,897.0,821.0,1542.0,1242.0,1160.0,843.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.33725490196078434,0.5764705882352941,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,876.0,967.0,816.0,1576.0,1365.0,1213.0,881.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.33725490196078434,0.5803921568627451,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,861.0,983.0,861.0,1588.0,1365.0,1213.0,881.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.33725490196078434,0.5843137254901961,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,819.0,929.0,828.0,1504.0,1188.0,1134.0,795.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.3254901960784314,0.5568627450980392,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,891.0,990.0,910.0,1618.0,1365.0,1213.0,881.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.32941176470588235,0.5725490196078431,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,847.0,939.0,832.0,1484.0,1362.0,1226.0,869.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.3137254901960784,0.5450980392156862,57.759538056361,36.5893663123754,20200406T223709_20200406T223705_T59GMM,1586212698963.0,916.0,1034.0,914.0,1682.0,1461.0,1270.0,900.0,2020-04-07 10:38:18,20200406T223709_20200406T223705_T59GMM,1586212698963.0,0.3176470588235294,0.5647058823529412,57.759538056361,36.5893663123754
20200408T222541_20200408T222542_T59GMM,1586384903294.0,3896.0,3770.0,3808.0,4508.0,4725.0,3407.0,2981.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.0392156862745098,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3956.0,3816.0,3768.0,4468.0,4821.0,3430.0,3005.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.0392156862745098,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3986.0,3764.0,3750.0,4492.0,4821.0,3430.0,3005.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.03529411764705882,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3904.0,3850.0,3818.0,4488.0,4769.0,3393.0,2967.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.03529411764705882,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3748.0,3834.0,3864.0,4444.0,4769.0,3393.0,2967.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.03529411764705882,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3936.0,3792.0,3636.0,4484.0,4725.0,3407.0,2981.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.0392156862745098,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3814.0,3736.0,3750.0,4400.0,4769.0,3393.0,2967.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.03529411764705882,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3948.0,3808.0,3526.0,4528.0,4712.0,3292.0,2960.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.0392156862745098,59.4602034543993,38.6474983501572,20200408T222541_20200408T222542_T59GMM,1586384903294.0,3818.0,3736.0,3646.0,4500.0,4735.0,3321.0,2974.0,2020-04-09 10:28:23,20200408T222541_20200408T222542_T59GMM,1586384903294.0,0.0,0.03529411764705882,59.4602034543993,38.6474983501572
20200411T223711_20200411T223812_T59GMM,1586644702641.0,9304.0,8736.0,8164.0,8544.0,7658.0,5124.0,5622.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.050980392156862744,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9264.0,8752.0,8224.0,8480.0,7714.0,5145.0,5636.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.050980392156862744,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9312.0,8784.0,8216.0,8504.0,7714.0,5145.0,5636.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.050980392156862744,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9312.0,8768.0,8224.0,8512.0,7677.0,5166.0,5650.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.050980392156862744,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9320.0,8800.0,8272.0,8504.0,7677.0,5166.0,5650.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.047058823529411764,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9280.0,8728.0,8164.0,8536.0,7658.0,5124.0,5622.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.054901960784313725,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9320.0,8816.0,8264.0,8504.0,7677.0,5166.0,5650.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.047058823529411764,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9264.0,8736.0,8184.0,8464.0,7681.0,5127.0,5622.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.054901960784313725,59.2864748280671,35.2986021763206,20200411T223711_20200411T223812_T59GMM,1586644702641.0,9280.0,8736.0,8272.0,8464.0,7740.0,5130.0,5649.0,2020-04-12 10:38:22,20200411T223711_20200411T223812_T59GMM,1586644702641.0,0.00392156862745098,0.047058823529411764,59.2864748280671,35.2986021763206
