timestamp,B11_0,B11_1,B11_2,B11_3,B11_4,B11_5,B11_6,B11_7,B11_8,B12_0,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,B12_7,B12_8,B2_0,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8,B3_0,B3_1,B3_2,B3_3,B3_4,B3_5,B3_6,B3_7,B3_8,B4_0,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B8_0,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8A_0,B8A_1,B8A_2,B8A_3,B8A_4,B8A_5,B8A_6,B8A_7,B8A_8,cs_0,cs_1,cs_2,cs_3,cs_4,cs_5,cs_6,cs_7,cs_8,cs_cdf_0,cs_cdf_1,cs_cdf_2,cs_cdf_3,cs_cdf_4,cs_cdf_5,cs_cdf_6,cs_cdf_7,cs_cdf_8,solar_zenith_0,solar_zenith_1,solar_zenith_2,solar_zenith_3,solar_zenith_4,solar_zenith_5,solar_zenith_6,solar_zenith_7,solar_zenith_8,solar_azimuth_0,solar_azimuth_1,solar_azimuth_2,solar_azimuth_3,solar_azimuth_4,solar_azimuth_5,solar_azimuth_6,solar_azimuth_7,solar_azimuth_8
2019-01-05 10:28:20,69,107,107,118,118,69,118,67,111,65,86,86,108,108,65,108,63,113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9568627450980393,0.9607843137254902,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.8901960784313725,0.8941176470588236,0.8941176470588236,0.8980392156862745,0.8980392156862745,0.8901960784313725,0.8980392156862745,0.8862745098039215,0.8941176470588236,34.8754678995,34.8754678995,34.8754678995,34.8754678995,34.8754678995,34.8754678995,34.8754678995,34.8754678995,34.8754678995,63.6687414292,63.6687414292,63.6687414292,63.6687414292,63.6687414292,63.6687414292,63.6687414292,63.6687414292,63.6687414292
2019-01-08 10:38:17,116,125,125,142,142,116,142,111,143,81,112,112,123,123,81,123,65,120,138.0,146.0,123.0,129.0,134.0,130.0,151.0,140.0,214.0,138.0,130.0,126.0,138.0,147.0,128.0,147.0,134.0,187.0,90.0,87.0,89.0,97.0,91.0,82.0,87.0,84.0,115.0,26.0,22.0,34.0,32.0,43.0,18.0,73.0,27.0,100.0,37.0,49.0,49.0,45.0,45.0,37.0,45.0,24.0,100.0,0.7098039215686275,0.7137254901960784,0.7176470588235294,0.7215686274509804,0.7254901960784313,0.7098039215686275,0.7215686274509804,0.7058823529411765,0.7176470588235294,0.8705882352941177,0.8745098039215686,0.8745098039215686,0.8745098039215686,0.8745098039215686,0.8705882352941177,0.8745098039215686,0.8705882352941177,0.8745098039215686,33.7578157245,33.7578157245,33.7578157245,33.7578157245,33.7578157245,33.7578157245,33.7578157245,33.7578157245,33.7578157245,60.6664538993,60.6664538993,60.6664538993,60.6664538993,60.6664538993,60.6664538993,60.6664538993,60.6664538993,60.6664538993
2019-01-10 10:28:24,3726,3677,3677,3545,3545,3726,3545,3666,3299,2726,2678,2678,2583,2583,2726,2583,2680,2367,5528.0,5516.0,5548.0,5380.0,5184.0,5528.0,4988.0,5480.0,4836.0,5068.0,5044.0,5128.0,5000.0,4812.0,5044.0,4588.0,5044.0,4416.0,4720.0,4732.0,4756.0,4668.0,4516.0,4716.0,4296.0,4724.0,4124.0,4948.0,4952.0,4968.0,4844.0,4716.0,4920.0,4516.0,4896.0,4356.0,4966.0,5009.0,5009.0,4900.0,4900.0,4966.0,4900.0,4968.0,4583.0,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00392156862745098,0.00784313725490196,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,35.6675709888,35.6675709888,35.6675709888,35.6675709888,35.6675709888,35.6675709888,35.6675709888,35.6675709888,35.6675709888,63.5020710211,63.5020710211,63.5020710211,63.5020710211,63.5020710211,63.5020710211,63.5020710211,63.5020710211,63.5020710211
2019-01-13 10:38:21,3995,3994,3994,4006,4006,3995,4006,3994,3989,4544,4545,4545,4551,4551,4544,4551,4530,4534,9648.0,9648.0,9616.0,9600.0,9648.0,9680.0,9632.0,9616.0,9680.0,9144.0,9096.0,9088.0,9096.0,9080.0,9128.0,9088.0,9096.0,9096.0,8688.0,8712.0,8704.0,8704.0,8728.0,8664.0,8712.0,8688.0,8728.0,9144.0,9176.0,9144.0,9144.0,9168.0,9168.0,9160.0,9200.0,9176.0,8295.0,8321.0,8321.0,8295.0,8295.0,8295.0,8295.0,8301.0,8284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.043137254901960784,0.043137254901960784,0.043137254901960784,0.043137254901960784,0.047058823529411764,0.043137254901960784,0.047058823529411764,0.043137254901960784,34.6128519155,34.6128519155,34.6128519155,34.6128519155,34.6128519155,34.6128519155,34.6128519155,34.6128519155,34.6128519155,60.3676573012,60.3676573012,60.3676573012,60.3676573012,60.3676573012,60.3676573012,60.3676573012,60.3676573012,60.3676573012
2019-01-15 10:28:21,2427,2637,2637,2968,2968,2427,2968,2677,3117,1792,2005,2005,2374,2374,1792,2374,2043,2541,3130.0,3382.0,3586.0,3746.0,3692.0,3064.0,3798.0,2984.0,3890.0,2822.0,3012.0,3256.0,3444.0,3362.0,2894.0,3530.0,2834.0,3618.0,2504.0,2690.0,2954.0,3166.0,3146.0,2654.0,3270.0,2618.0,3360.0,3654.0,3782.0,3986.0,4188.0,4132.0,3620.0,4268.0,3540.0,4312.0,3280.0,3418.0,3418.0,3903.0,3903.0,3280.0,3903.0,3655.0,4141.0,0.09019607843137255,0.08627450980392157,0.08627450980392157,0.08627450980392157,0.08235294117647059,0.08235294117647059,0.0784313725490196,0.07450980392156863,0.07058823529411765,0.17647058823529413,0.16470588235294117,0.15294117647058825,0.1450980392156863,0.13725490196078433,0.16470588235294117,0.12941176470588237,0.1568627450980392,0.11764705882352941,36.5731058279,36.5731058279,36.5731058279,36.5731058279,36.5731058279,36.5731058279,36.5731058279,36.5731058279,36.5731058279,63.1085738702,63.1085738702,63.1085738702,63.1085738702,63.1085738702,63.1085738702,63.1085738702,63.1085738702,63.1085738702
2019-01-18 10:38:18,5679,5620,5620,5537,5537,5679,5537,5489,5524,4570,4537,4537,4485,4485,4570,4485,4438,4481,7384.0,7256.0,7164.0,7216.0,7116.0,6988.0,7104.0,6656.0,7120.0,7084.0,6972.0,6904.0,6800.0,6696.0,6768.0,6668.0,6456.0,6668.0,6784.0,6684.0,6588.0,6548.0,6460.0,6588.0,6476.0,6264.0,6464.0,7352.0,7280.0,7236.0,7196.0,7128.0,7124.0,7144.0,6828.0,7108.0,7220.0,7218.0,7218.0,7096.0,7096.0,7220.0,7096.0,6994.0,7083.0,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.00784313725490196,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.0392156862745098,35.5773026241,35.5773026241,35.5773026241,35.5773026241,35.5773026241,35.5773026241,35.5773026241,35.5773026241,35.5773026241,59.8459705242,59.8459705242,59.8459705242,59.8459705242,59.8459705242,59.8459705242,59.8459705242,59.8459705242,59.8459705242
2019-01-20 10:28:25,60,93,93,112,112,60,112,42,94,41,87,87,68,68,41,68,33,72,1.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,32.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8392156862745098,0.8431372549019608,0.8431372549019608,0.8470588235294118,0.8509803921568627,0.8352941176470589,0.8470588235294118,0.8313725490196079,0.8431372549019608,0.8941176470588236,0.8941176470588236,0.8980392156862745,0.8980392156862745,0.9019607843137255,0.8901960784313725,0.9019607843137255,0.8901960784313725,0.9019607843137255,37.5426806798,37.5426806798,37.5426806798,37.5426806798,37.5426806798,37.5426806798,37.5426806798,37.5426806798,37.5426806798,62.4372675966,62.4372675966,62.4372675966,62.4372675966,62.4372675966,62.4372675966,62.4372675966,62.4372675966,62.4372675966
2019-01-23 10:38:22,120,183,183,172,172,120,172,115,152,122,181,181,154,154,122,154,107,138,193.0,201.0,210.0,244.0,167.0,199.0,179.0,190.0,169.0,242.0,249.0,305.0,326.0,256.0,222.0,253.0,231.0,229.0,151.0,138.0,190.0,224.0,149.0,137.0,168.0,131.0,134.0,1.0,1.0,25.0,60.0,1.0,1.0,1.0,1.0,1.0,,42.0,42.0,51.0,51.0,,51.0,,35.0,0.6196078431372549,0.6235294117647059,0.6274509803921569,0.6313725490196078,0.6352941176470588,0.615686274509804,0.6352941176470588,0.611764705882353,0.6313725490196078,0.8274509803921568,0.8274509803921568,0.8313725490196079,0.8313725490196079,0.8352941176470589,0.8274509803921568,0.8352941176470589,0.8274509803921568,0.8352941176470589,36.6047308054,36.6047308054,36.6047308054,36.6047308054,36.6047308054,36.6047308054,36.6047308054,36.6047308054,36.6047308054,59.0526125006,59.0526125006,59.0526125006,59.0526125006,59.0526125006,59.0526125006,59.0526125006,59.0526125006,59.0526125006
2019-01-25 10:28:22,3789,3734,3734,3684,3684,3789,3684,3894,3614,3136,3082,3082,3037,3037,3136,3037,3190,3102,2404.0,2244.0,2442.0,2800.0,3052.0,2640.0,3190.0,2920.0,3288.0,2696.0,2418.0,2220.0,2188.0,2224.0,2810.0,2204.0,2858.0,2308.0,2868.0,2756.0,2718.0,2620.0,2498.0,2916.0,2358.0,3002.0,2250.0,4436.0,4092.0,4046.0,4160.0,4396.0,4516.0,4612.0,4664.0,4848.0,4811.0,4745.0,4745.0,4764.0,4764.0,4811.0,4764.0,4873.0,4880.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.06274509803921569,0.06274509803921569,0.06274509803921569,0.058823529411764705,0.054901960784313725,0.058823529411764705,0.054901960784313725,0.054901960784313725,38.6052518842,38.6052518842,38.6052518842,38.6052518842,38.6052518842,38.6052518842,38.6052518842,38.6052518842,38.6052518842,61.5774374667,61.5774374667,61.5774374667,61.5774374667,61.5774374667,61.5774374667,61.5774374667,61.5774374667,61.5774374667
2019-01-28 10:38:18,3752,3850,3850,3925,3925,3752,3925,3658,3857,3301,3345,3345,3436,3436,3301,3436,3219,3341,3078.0,3096.0,3340.0,3426.0,3194.0,3160.0,3186.0,3282.0,3238.0,3098.0,3044.0,3274.0,3406.0,3226.0,3142.0,3252.0,3226.0,3218.0,2994.0,2986.0,3256.0,3396.0,3174.0,3046.0,3190.0,3146.0,3238.0,3650.0,3664.0,3926.0,4026.0,3898.0,3720.0,3862.0,3758.0,3790.0,3920.0,4052.0,4052.0,4113.0,4113.0,3920.0,4113.0,3781.0,4071.0,0.047058823529411764,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.050980392156862744,0.047058823529411764,0.047058823529411764,0.043137254901960784,0.043137254901960784,0.12156862745098039,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.12549019607843137,0.11764705882352941,0.12156862745098039,0.12156862745098039,0.11764705882352941,37.7242294439,37.7242294439,37.7242294439,37.7242294439,37.7242294439,37.7242294439,37.7242294439,37.7242294439,37.7242294439,58.0843295909,58.0843295909,58.0843295909,58.0843295909,58.0843295909,58.0843295909,58.0843295909,58.0843295909,58.0843295909
2019-01-30 10:28:25,1216,1248,1248,1275,1275,1216,1275,1216,1258,1007,1024,1024,1024,1024,1007,1024,991,1021,1238.0,1254.0,1238.0,1254.0,1246.0,1222.0,1250.0,1222.0,1254.0,1266.0,1252.0,1260.0,1284.0,1278.0,1282.0,1238.0,1290.0,1244.0,1166.0,1158.0,1148.0,1172.0,1178.0,1158.0,1156.0,1168.0,1144.0,1810.0,1802.0,1778.0,1792.0,1810.0,1778.0,1826.0,1782.0,1834.0,1770.0,1821.0,1821.0,1793.0,1793.0,1770.0,1793.0,1779.0,1763.0,0.4392156862745098,0.44313725490196076,0.45098039215686275,0.4549019607843137,0.4588235294117647,0.43529411764705883,0.4588235294117647,0.43137254901960786,0.45098039215686275,0.5607843137254902,0.5686274509803921,0.5764705882352941,0.5843137254901961,0.5882352941176471,0.5568627450980392,0.5803921568627451,0.5490196078431373,0.5725490196078431,39.7178074331,39.7178074331,39.7178074331,39.7178074331,39.7178074331,39.7178074331,39.7178074331,39.7178074331,39.7178074331,60.4900840857,60.4900840857,60.4900840857,60.4900840857,60.4900840857,60.4900840857,60.4900840857,60.4900840857,60.4900840857
2019-02-02 10:38:22,80,105,105,130,130,80,130,89,126,78,92,92,70,70,78,70,82,76,103.0,84.0,92.0,81.0,93.0,92.0,99.0,81.0,88.0,118.0,123.0,119.0,132.0,142.0,109.0,144.0,100.0,131.0,60.0,68.0,72.0,62.0,74.0,54.0,66.0,51.0,47.0,19.0,44.0,43.0,29.0,40.0,12.0,32.0,10.0,31.0,19.0,72.0,72.0,50.0,50.0,19.0,50.0,10.0,47.0,0.8274509803921568,0.8274509803921568,0.8235294117647058,0.8274509803921568,0.8313725490196079,0.8313725490196079,0.8274509803921568,0.8274509803921568,0.8274509803921568,0.8901960784313725,0.8901960784313725,0.8901960784313725,0.8901960784313725,0.8901960784313725,0.8862745098039215,0.8901960784313725,0.8862745098039215,0.8941176470588236,38.8939486951,38.8939486951,38.8939486951,38.8939486951,38.8939486951,38.8939486951,38.8939486951,38.8939486951,38.8939486951,56.8999924603,56.8999924603,56.8999924603,56.8999924603,56.8999924603,56.8999924603,56.8999924603,56.8999924603,56.8999924603
2019-02-04 10:28:22,71,92,92,111,111,71,111,81,91,75,95,95,124,124,75,124,90,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9607843137254902,0.9568627450980393,0.9568627450980393,0.9568627450980393,0.9607843137254902,0.9647058823529412,0.9568627450980393,0.9607843137254902,0.9607843137254902,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9058823529411765,0.9019607843137255,0.9098039215686274,40.9097029016,40.9097029016,40.9097029016,40.9097029016,40.9097029016,40.9097029016,40.9097029016,40.9097029016,40.9097029016,59.2650007539,59.2650007539,59.2650007539,59.2650007539,59.2650007539,59.2650007539,59.2650007539,59.2650007539,59.2650007539
