Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Fairlie Aws,37255,H40075,-44.03774,170.77051,403,H,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Combined Daily Data at 9am local ("Form 301" Extended)
(Note the max temperature, rainfall and radiation have been put back a day as is standard for a Form 301.
Also note that non standard row charges apply. For details search the help on "f301").
Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),WD_Rel,WS_Rel,WindRun_Rel,Rain_Rel,Tdry_Rel,Twet_Rel,Tmax_Rel,Tmin_Rel,Tgmin_Rel,ET05_Rel,ET10_Rel,ET20_Rel,ET30_Rel,ET100_Rel,Pmsl_Rel,Pstn_Rel,Sun_Rel,Rad_Rel
Fairlie Aws,20210708:0000,314,1.5,117,9.3,198,0.0,0.3,-1.2,71.1,7.5,-1.0,-,-,-,-,-,-,1006.8,958.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210709:0000,291,3.6,251,7.7,239,0.2,1.6,-0.4,64.4,10.6,-1.8,-,-,-,-,-,-,1006.6,958.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210710:0000,223,4.3,256,14.4,306,0.0,3.3,0.2,48.2,8.5,-0.8,-,-,-,-,-,-,1010.8,962.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210711:0000,323,1.9,222,9.8,236,0.0,0.9,-1.1,63.8,6.9,-1.1,-,-,-,-,-,-,1020.4,971.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210712:0000,274,2.7,281,5.1,190,0.0,1.2,-0.9,62.7,7.4,-1.2,-,-,-,-,-,-,1017.5,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210713:0000,163,2.7,269,5.7,208,0.0,0.7,-0.9,70.2,9.8,0.1,-,-,-,-,-,-,1016.7,967.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210714:0000,272,4.6,325,11.8,254,0.0,3.3,0.5,52.8,14.3,-0.8,-,-,-,-,-,-,1013.5,965.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210715:0000,85,3.3,105,6.7,138,6.4,4.3,3.1,80.4,6.4,3.3,-,-,-,-,-,-,1012.0,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210716:0000,274,1.7,270,5.7,183,5.6,3.6,3.0,90.1,10.6,2.9,-,-,-,-,-,-,1003.2,955.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210717:0000,179,2.3,1,8.2,232,9.4,4.3,3.8,90.8,10.4,3.6,-,-,-,-,-,-,983.8,937.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210718:0000,286,1.4,275,7.7,130,12.6,6.1,5.1,84.6,7.3,4.1,-,-,-,-,-,-,988.3,941.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210719:0000,283,1.6,210,5.7,168,0.2,4.0,3.5,90.7,10.4,3.6,-,-,-,-,-,-,1000.6,952.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210720:0000,238,1.4,273,4.1,187,0.0,0.3,-0.1,91.5,8.7,-0.6,-,-,-,-,-,-,1008.9,960.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210721:0000,317,3.8,291,5.7,226,6.0,4.4,1.9,60.3,8.6,0.3,-,-,-,-,-,-,1002.3,954.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210722:0000,279,2.7,267,7.7,217,1.2,4.7,3.4,78.2,8.2,4.2,-,-,-,-,-,-,999.8,952.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210723:0000,16,2.5,278,8.2,298,0.2,1.5,0.4,78.6,12.5,-1.4,-,-,-,-,-,-,1016.0,967.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210724:0000,274,3.6,284,8.2,229,0.0,5.0,1.8,49.6,12.4,0.0,-,-,-,-,-,-,1023.8,975.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210725:0000,276,3.1,278,5.7,173,0.0,2.6,0.1,56.4,8.5,0.3,-,-,-,-,-,-,1012.7,964.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210726:0000,273,1.9,242,7.7,221,1.6,5.2,3.7,76.4,10.4,2.7,-,-,-,-,-,-,995.1,947.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210727:0000,356,1.6,238,10.8,251,0.0,6.2,4.7,77.2,12.5,5.1,-,-,-,-,-,-,1002.3,954.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210728:0000,23,2.3,93,7.2,174,0.0,9.1,5.4,52.1,11.8,3.3,-,-,-,-,-,-,1010.5,963.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210729:0000,305,2.1,291,4.6,188,0.0,1.3,0.8,91.0,11.6,-0.3,-,-,-,-,-,-,1016.2,967.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210730:0000,262,1.4,278,5.1,203,0.0,3.4,1.7,71.8,13.2,1.3,-,-,-,-,-,-,1012.8,964.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210731:0000,262,3.8,293,6.2,151,0.0,9.3,6.6,64.4,13.0,3.5,-,-,-,-,-,-,1011.2,963.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210801:0000,269,2.0,271,3.6,123,0.4,5.3,4.8,91.3,7.5,4.9,-,-,-,-,-,-,1011.7,963.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210802:0000,320,2.1,236,7.2,218,10.4,3.6,3.1,90.6,6.4,3.4,-,-,-,-,-,-,1004.9,956.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210803:0000,242,5.9,242,13.9,332,0.2,5.8,3.0,58.5,8.4,3.6,-,-,-,-,-,-,1011.9,964.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210804:0000,313,2.4,289,6.7,117,0.0,1.0,-1.1,62.3,7.8,-0.5,-,-,-,-,-,-,1015.5,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210805:0000,248,0.9,106,4.6,145,0.0,1.5,1.0,89.8,6.9,0.8,-,-,-,-,-,-,999.0,951.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210806:0000,218,1.1,286,5.1,189,0.0,2.1,1.2,84.3,12.2,0.4,-,-,-,-,-,-,996.0,948.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210807:0000,243,2.1,265,12.9,254,0.0,4.1,3.0,81.9,11.6,2.1,-,-,-,-,-,-,999.3,951.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210808:0000,239,0.8,108,8.2,194,7.2,0.3,-0.2,90.4,1.8,0.3,-,-,-,-,-,-,1005.9,957.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210809:0000,232,4.4,263,14.4,350,4.0,1.8,-0.8,54.5,7.2,-0.8,-,-,-,-,-,-,1017.1,968.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210810:0000,286,3.2,246,8.2,211,0.0,4.4,1.2,49.7,11.5,1.6,-,-,-,-,-,-,1018.7,970.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210811:0000,339,2.9,279,6.7,215,0.0,4.8,2.5,63.2,15.9,1.6,-,-,-,-,-,-,1025.5,976.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210812:0000,275,3.1,15,18.0,247,3.8,9.4,5.6,51.2,16.0,5.0,-,-,-,-,-,-,1016.0,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210813:0000,308,1.2,260,9.8,223,0.8,5.5,5.0,91.4,11.6,5.1,-,-,-,-,-,-,1010.9,963.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210814:0000,315,3.1,246,16.0,270,0.4,6.6,5.0,76.3,11.8,2.5,-,-,-,-,-,-,1002.9,955.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210815:0000,296,3.1,282,6.7,220,0.0,6.3,2.6,45.6,15.4,2.4,-,-,-,-,-,-,1016.6,968.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210816:0000,263,3.2,318,20.1,330,15.8,6.8,3.4,50.8,15.2,4.2,-,-,-,-,-,-,1006.3,958.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210817:0000,20,2.1,307,10.8,230,4.0,6.0,3.4,60.8,8.3,4.5,-,-,-,-,-,-,989.9,943.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210818:0000,271,2.8,234,9.8,320,0.0,5.3,2.9,63.0,9.4,2.5,-,-,-,-,-,-,1005.3,957.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210819:0000,338,2.6,280,14.9,337,0.4,6.1,2.2,42.8,14.9,2.4,-,-,-,-,-,-,1010.0,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210820:0000,293,1.6,80,12.4,252,0.0,3.4,2.8,88.7,9.1,3.1,-,-,-,-,-,-,1021.4,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210821:0000,266,2.4,279,5.1,219,0.0,1.8,-0.6,58.8,10.0,-1.2,-,-,-,-,-,-,1029.9,980.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210822:0000,263,3.2,14,14.4,291,0.0,5.5,2.1,49.2,15.8,1.1,-,-,-,-,-,-,1019.9,971.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210823:0000,281,2.5,124,5.7,203,0.0,10.4,6.9,56.3,17.9,5.2,-,-,-,-,-,-,1025.0,977.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210824:0000,175,1.1,320,13.4,351,0.0,15.6,9.1,35.6,18.8,6.7,-,-,-,-,-,-,1021.4,974.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210825:0000,301,4.3,321,11.3,307,0.0,14.8,8.1,32.5,18.0,10.6,-,-,-,-,-,-,1021.9,975.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210826:0000,252,1.8,281,11.3,243,2.4,9.8,6.0,52.0,16.5,3.3,-,-,-,-,-,-,1019.6,972.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210827:0000,120,2.4,135,5.7,155,0.6,5.7,5.1,90.9,8.3,5.5,-,-,-,-,-,-,1021.8,973.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210828:0000,114,1.3,107,4.6,127,0.0,5.5,5.0,91.5,8.6,5.2,-,-,-,-,-,-,1016.1,967.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210829:0000,241,0.7,114,6.7,204,6.8,4.5,4.0,91.4,7.4,1.8,-,-,-,-,-,-,1010.3,962.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210830:0000,137,1.9,110,8.2,170,0.2,2.6,2.0,89.4,5.0,2.2,-,-,-,-,-,-,1024.0,974.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210831:0000,296,1.7,110,5.1,132,0.2,2.2,1.2,81.9,8.9,-0.9,-,-,-,-,-,-,1030.1,980.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210901:0000,77,0.6,312,4.6,176,0.4,3.5,2.3,79.7,12.1,-1.0,-,-,-,-,-,-,1031.9,982.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210902:0000,136,1.2,117,9.8,288,0.0,7.5,5.7,74.1,10.9,3.5,-,-,-,-,-,-,1036.5,987.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210903:0000,278,5.3,285,8.8,307,0.0,10.2,6.1,49.5,21.4,3.8,-,-,-,-,-,-,1034.1,985.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210904:0000,265,4.8,227,10.8,323,0.0,15.5,7.3,20.6,21.5,9.1,-,-,-,-,-,-,1025.2,978.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210905:0000,288,2.5,271,12.9,205,0.0,9.9,5.3,43.3,18.8,9.5,-,-,-,-,-,-,1024.3,976.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210906:0000,300,2.4,325,14.4,253,3.0,8.6,4.8,49.4,16.7,4.5,-,-,-,-,-,-,1014.2,966.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210907:0000,295,1.8,26,17.0,309,0.6,7.4,6.3,83.5,16.8,5.3,-,-,-,-,-,-,994.6,947.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210908:0000,15,4.4,252,12.9,390,0.0,4.9,2.5,61.9,14.7,3.4,-,-,-,-,-,-,995.4,948.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210909:0000,274,5.2,275,27.3,696,8.8,14.5,8.2,34.9,18.0,2.1,-,-,-,-,-,-,997.6,951.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210910:0000,-,-,307,27.3,318,4.8,8.9,7.8,84.4,14.4,8.4,-,-,-,-,-,-,985.9,939.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210911:0000,85,1.8,214,10.3,229,0.0,9.1,3.9,33.3,13.5,4.5,-,-,-,-,-,-,1004.1,957.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210912:0000,243,3.1,300,29.9,703,10.4,8.1,4.3,48.9,18.2,2.0,-,-,-,-,-,-,1005.0,957.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210913:0000,254,3.0,276,14.9,328,4.6,13.8,7.4,32.5,14.2,8.2,-,-,-,-,-,-,996.5,950.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210914:0000,303,1.3,106,7.2,204,0.2,3.6,2.0,73.5,7.6,0.8,-,-,-,-,-,-,1019.5,970.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210915:0000,308,2.6,124,5.1,180,0.0,4.6,2.2,61.3,11.8,-0.3,-,-,-,-,-,-,1021.3,972.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210916:0000,249,1.8,90,7.7,233,4.6,4.2,3.0,80.1,9.1,0.1,-,-,-,-,-,-,1017.1,968.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210917:0000,92,2.9,123,8.2,237,0.0,3.9,2.5,76.9,5.9,2.2,-,-,-,-,-,-,1019.0,970.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210918:0000,138,1.3,113,5.1,191,0.0,4.7,2.8,69.5,8.7,-0.9,-,-,-,-,-,-,1022.3,973.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210919:0000,217,1.1,18,8.2,217,0.4,7.9,5.2,62.2,16.4,1.2,-,-,-,-,-,-,1012.6,965.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210920:0000,109,1.6,272,7.2,241,0.2,10.8,7.1,54.4,17.9,4.0,-,-,-,-,-,-,1007.9,961.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210921:0000,140,7.3,326,22.6,297,0.8,14.5,9.1,43.7,16.6,6.9,-,-,-,-,-,-,998.8,952.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210922:0000,299,1.9,263,7.7,201,0.0,9.8,6.3,55.8,14.1,2.7,-,-,-,-,-,-,1009.0,961.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210923:0000,154,1.9,203,7.2,314,0.0,9.5,6.2,57.9,20.2,4.0,-,-,-,-,-,-,1001.1,954.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210924:0000,264,6.8,313,22.1,479,0.4,15.7,7.5,21.6,17.7,9.6,-,-,-,-,-,-,998.4,952.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210925:0000,348,7.6,332,18.0,348,4.8,13.0,8.8,53.6,15.1,7.7,-,-,-,-,-,-,996.2,950.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210926:0000,250,1.6,294,9.8,191,6.8,4.3,3.1,79.7,6.8,2.2,-,-,-,-,-,-,1007.4,959.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210927:0000,-,-,107,7.2,219,0.8,2.8,2.1,87.4,8.6,0.7,-,-,-,-,-,-,1022.3,973.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210928:0000,287,3.9,117,7.2,215,0.0,5.8,2.9,55.7,14.3,1.0,-,-,-,-,-,-,1018.9,970.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210929:0000,140,2.6,273,16.5,360,0.2,7.4,4.3,56.5,16.7,3.2,-,-,-,-,-,-,1011.4,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20210930:0000,192,2.1,124,8.2,202,-,4.3,2.9,76.4,-,2.4,-,-,-,-,-,-,1016.4,968.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211001:0000,58,1.1,283,6.2,146,0.0,8.1,4.8,54.6,16.4,2.7,-,-,-,-,-,-,1020.1,972.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211002:0000,88,0.9,122,6.2,173,0.0,6.7,5.9,88.4,16.4,3.3,-,-,-,-,-,-,1020.8,972.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211003:0000,56,1.5,128,9.8,267,3.2,9.6,6.5,60.0,14.8,5.6,-,-,-,-,-,-,1018.3,970.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211004:0000,108,3.9,119,7.2,233,5.4,7.8,7.2,90.9,9.7,7.6,-,-,-,-,-,-,1010.0,962.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211005:0000,334,0.8,99,7.2,154,0.2,7.7,7.1,91.6,14.4,7.2,-,-,-,-,-,-,1011.4,963.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211006:0000,143,2.6,93,4.6,195,0.4,10.0,9.4,92.2,12.6,7.7,-,-,-,-,-,-,1011.5,964.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211007:0000,276,2.6,286,13.4,324,0.0,10.7,8.1,67.8,19.4,8.2,-,-,-,-,-,-,1004.1,957.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211008:0000,338,2.0,309,9.3,210,0.0,15.0,10.5,52.9,20.1,9.6,-,-,-,-,-,-,1003.6,957.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211009:0000,294,2.2,147,10.3,196,4.0,9.8,7.3,68.2,14.5,7.6,-,-,-,-,-,-,1011.6,964.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211010:0000,295,1.5,84,6.2,174,0.0,7.9,6.4,78.5,15.6,4.7,-,-,-,-,-,-,1015.8,968.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211011:0000,262,1.9,99,10.8,313,26.2,10.5,7.4,61.4,16.6,6.3,-,-,-,-,-,-,1000.0,953.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211012:0000,242,6.3,237,14.9,538,0.0,5.5,3.3,65.8,9.4,2.4,-,-,-,-,-,-,996.0,948.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211013:0000,240,5.5,233,14.9,286,0.0,5.4,2.8,59.8,10.3,4.6,-,-,-,-,-,-,1009.9,962.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211014:0000,99,1.9,121,10.3,202,0.0,5.0,3.3,72.8,13.2,1.4,-,-,-,-,-,-,1018.1,969.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211015:0000,276,2.9,109,7.7,173,0.0,4.9,3.8,82.6,12.9,4.0,-,-,-,-,-,-,1017.3,969.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211016:0000,131,1.9,112,7.7,210,0.0,9.3,6.4,61.7,13.0,4.9,-,-,-,-,-,-,1016.3,968.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211017:0000,161,1.4,359,11.3,240,7.4,8.4,7.1,81.4,15.7,5.9,-,-,-,-,-,-,1001.6,954.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211018:0000,265,1.3,88,10.8,277,0.2,12.7,9.7,66.0,18.1,7.9,-,-,-,-,-,-,1000.6,954.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211019:0000,255,7.9,88,16.0,264,4.4,16.3,9.7,36.5,18.3,6.8,-,-,-,-,-,-,1009.0,962.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211020:0000,27,0.5,114,6.7,163,0.0,6.0,4.6,78.8,12.5,3.9,-,-,-,-,-,-,1030.0,981.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211021:0000,231,0.9,104,4.1,123,0.0,6.7,5.4,80.2,9.3,4.1,-,-,-,-,-,-,1031.9,983.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211022:0000,233,1.0,123,7.7,196,0.0,8.8,6.6,69.8,14.8,6.6,-,-,-,-,-,-,1035.3,986.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211023:0000,105,1.1,107,6.2,145,0.2,9.8,8.4,81.5,16.3,6.5,-,-,-,-,-,-,1027.3,979.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211024:0000,192,0.5,112,5.1,128,0.0,10.5,9.8,90.4,18.9,9.4,-,-,-,-,-,-,1013.4,966.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211025:0000,300,0.6,106,7.2,192,0.0,13.6,12.1,83.3,19.1,10.5,-,-,-,-,-,-,1012.7,966.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211026:0000,327,3.1,87,5.7,156,0.2,10.9,10.2,91.2,15.8,10.3,-,-,-,-,-,-,1017.1,969.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211027:0000,94,1.8,111,7.2,189,0.2,11.6,10.4,85.2,16.3,8.0,-,-,-,-,-,-,1017.5,970.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211028:0000,318,0.9,116,7.2,175,0.2,12.7,10.8,77.6,16.7,9.7,-,-,-,-,-,-,1016.8,969.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211029:0000,89,1.3,119,6.2,166,2.4,11.0,10.4,91.9,14.3,11.0,-,-,-,-,-,-,1010.3,963.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211030:0000,102,0.8,93,5.1,203,0.0,10.0,9.4,91.7,16.3,9.5,-,-,-,-,-,-,1008.1,961.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fairlie Aws,20211031:0000,273,5.2,292,12.9,248,0.4,14.1,8.2,38.1,18.5,9.2,-,-,-,-,-,-,995.8,950.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
